genome,SRR12347140,SRR12347133,SRR12347143,SRR12347136,SRR12347135,SRR12347132,SRR12347138,SRR12347134,SRR12347146,SRR12347139,SRR12347137,SRR12347145,SRR12347142,SRR12347144,SRR12347141
GCA_014381625.1,1.7101285472535725e-05,5.169364840142092e-06,1.7015247900967677e-05,0.00011514671144345905,2.626487853530449e-05,1.201934848008661e-05,0.0031429019422694274,1.2859172769415743e-05,0.00015505747533129226,0.014439767104939452,0.0004213175873027329,0.01712675921407551,8.770939246992938e-06,3.1725701398604886e-06,8.95559085324799e-06
GCA_014382975.1,0.0009607813110933706,0.012368880235685442,0.0033815566354765234,0.005573622534174165,0.009312281802793615,0.00831827947032957,0.0003436825761612739,0.008856295988764758,3.1219625905629314e-05,0.000121868991972592,0.001251773345572895,9.40043768916884e-05,0.0018353190374332724,0.006047371910879786,0.0008577013603542506
GCA_014381465.1,9.327973894110395e-06,4.3234687753915673e-05,8.95539363208825e-06,0.014014733562061656,0.00043855435343817626,1.7806442192720905e-05,0.024505030552455277,5.625888086619388e-05,0.0025152611937968683,0.014447739842732052,0.03891594172825918,0.002118391627024163,1.1511857761678231e-05,8.1580375024984e-06,6.106084672669083e-06
GCA_014382535.1,0.0003396937159771869,0.02865707890471498,0.005653987769618916,0.029820017119223056,0.030448942804079903,0.018958964163644766,0.005115315918925627,0.024430591237208567,6.452056020496725e-05,0.0004328057658839716,0.01023747606406373,6.22704152658318e-05,0.0007175724671446098,0.01137139782987138,0.00030082643820683017
GCA_014381795.1,0.0,0.00017387863553205217,7.1643149056706e-06,0.0013966662604857104,0.000670099993157308,3.33870791113517e-05,0.006478474419659569,0.00029300543667454444,0.014928184453875084,0.00882354281132402,0.003270849920269932,0.009562101267262826,8.22275554405588e-06,1.5409626393608086e-05,1.628289246045089e-06
GCA_014383685.1,0.004696634855684584,0.00010056764325367342,0.00048493456517757874,4.844360028365591e-06,2.315456397191317e-05,0.000196761186229566,0.0,5.511074044035319e-05,0.0,0.0,9.021789878002846e-07,0.0,0.0013024844781784513,0.00024791369521481247,0.003028210925332354
GCA_014382605.1,0.00018345015325083776,0.022756483910821877,0.008251947462287718,0.00643219218843219,0.01531657127216704,0.01626306881566682,0.00017704859984065625,0.01939186216436411,5.203270984271552e-06,2.1640288294198582e-05,0.0010388591044520278,2.9937699647034523e-06,0.0008195346358909027,0.013027479442878555,0.00010583880099293078
GCA_014384685.1,0.0,6.109249356531563e-06,8.95539363208825e-07,0.0010303581137254508,3.6287003239565415e-05,8.903221096360452e-07,0.007900070530144838,7.807354895716701e-06,0.00047349765956871125,0.006889584415347748,0.005150088751857925,0.004636152167339766,0.0,0.0,0.0
GCA_014383635.1,5.829983683818997e-05,0.0006597989305054088,0.0006761322192226629,0.0001825951087614723,0.0004105615223676544,0.0007638963700677268,1.1571803911154004e-06,0.0005054114154550724,0.0,0.0,2.6614280140108396e-05,0.0,0.0001989906841661523,0.0007786393571829027,5.3326472807976667e-05
GCA_014382825.1,6.451848610093023e-05,7.754047260213137e-05,5.507567083734274e-05,0.0003786053683707262,0.00013097880216947897,0.00010149672049850915,0.0019180264982737762,8.358462300120234e-05,0.1114051537358445,0.005391848672880846,0.0025152750179871937,0.006164172357324408,7.619753470825115e-05,8.883196391609368e-05,4.966282200437521e-05
GCA_014381755.1,0.0001321462968332306,0.01277068086644194,0.0003214986313919682,0.056030240731155534,0.04283870807209571,0.0063755966271037195,0.03771482330723313,0.02514060127654845,0.0003548630811273199,0.01691758011462519,0.06968114739123668,0.003802686609166325,0.0002516163196481099,0.0009485984718182861,0.00023569486836502664
GCA_014384265.1,1.0105305051952928e-05,0.0019056158569796529,0.0003595590543283432,0.000737460653548885,0.00128697904822992,0.0012330961218459226,4.570862544905832e-05,0.0013837388412232011,1.0406541968543106e-06,2.2779250835998504e-06,0.0002205827625171696,2.3950159717627616e-06,8.332392284643291e-05,0.0005914577189311339,6.513156984180356e-06
GCA_014381495.1,0.000697266048584752,0.004510505794153072,0.002207056760628149,0.0019466874452447576,0.00412013002497237,0.00361782389250607,9.199584109367433e-05,0.003538339164355843,3.1219625905629313e-06,7.972737792599476e-06,0.00047815486353415087,5.987539929406905e-06,0.002054044334905159,0.0025607173271731086,0.0011536429308229455
GCA_014382915.1,0.028235776977472166,2.8196535491684136e-05,0.00012447997148602667,4.0990738701555006e-06,6.9118101408696025e-06,5.11935213040726e-05,0.0,1.5614709791433402e-05,0.0,0.0,1.353268481700427e-06,5.987539929406904e-07,0.0006183512169130022,6.254495418582106e-05,0.008038864007724604
GCA_014384325.1,0.0036604524222804877,8.740926002422083e-05,0.0015322678504502995,1.4160437005991728e-05,4.3198813380435015e-05,0.00027065792132935774,0.0,8.748830044906068e-05,0.0,0.0,1.353268481700427e-06,0.0,0.0034793219625415114,0.0006807429071529219,0.005072528073741964
GCA_014382385.1,3.264790862938638e-05,4.182486097933147e-05,3.3582726120330934e-05,0.0018874371956670553,9.019912233834831e-05,3.605804544025983e-05,0.014711812902445644,4.041454298959234e-05,0.0012415004568471924,0.01112766403338527,0.0037607331106454863,0.016247189598445635,3.837285920559411e-05,2.628700973027262e-05,2.6459700248232695e-05
GCA_014383355.1,0.0037599508104843317,6.297226259809457e-05,0.0005597121020055157,8.943433898521092e-06,2.522810701417405e-05,0.0001553612081314899,0.0,4.3399708096778135e-05,0.0,0.0,1.8043579756005692e-06,0.0,0.0010793737110830685,0.0002547120598002278,0.0030001229358380763
GCA_014382775.1,5.3635849891134774e-05,0.010662519896180356,0.006238327204112675,0.00807331230881081,0.01640103428326948,0.007458673473475969,0.0008262267992563959,0.012658018566808454,1.3528504559106037e-05,0.00011161832909639268,0.0031111642394292816,2.395015971762762e-05,0.0003102719758623752,0.00977106280646461,3.6229435724503226e-05
GCA_014384465.1,0.001972089147446506,0.02815236091941383,0.010702590929708667,0.01099148026128242,0.022166866302782903,0.020767653529370392,0.0006543855111757589,0.02533073333106767,0.0001290411204099345,0.00013781446755779095,0.0021187673528489685,0.0001191520445951974,0.003768762957692278,0.014256170535615953,0.0017532604456790496
GCA_014381555.1,4.275321368133931e-05,0.0001503815226223154,9.403163313692663e-05,0.02478859026514673,0.0016667830154707046,0.00012019348480086611,0.01406379188342102,0.0002050578800551475,0.00022582196071738538,0.006239236803979991,0.026487072902828555,0.00058977268304658,5.1529268076083515e-05,6.662397293707025e-05,3.541529110148069e-05
GCA_014381825.1,0.0001655715366204595,0.001512744129128854,0.00014776399492945612,0.06981281765493474,0.007745374443858476,0.0006138770945940532,0.09530421983187326,0.0011584736896732577,0.000884556067326164,0.031187072319565554,0.0903257091690706,0.022671221188706302,0.00011676312872559349,0.00023250406882120437,8.100738999074317e-05
GCA_014381995.1,0.00044307875997024376,0.005293899538563697,0.0027407982211006088,0.00019712818884656905,0.0009908079836936576,0.008212776300337699,3.4715411733462013e-06,0.002939469118237338,0.0,1.1389625417999252e-06,2.8869727609609107e-05,0.0,0.000860100229908245,0.0055483719503103,0.0004473724703508882
GCA_014383835.1,9.327973894110395e-06,7.049133872921034e-06,1.79107872641765e-06,0.00017514224717937138,2.1426611436695767e-05,4.451610548180226e-06,0.00549718544799371,5.740702129203457e-06,0.0005692378456793078,0.02009870249387238,0.0007772271979899452,0.0040858972478272715,3.8372859205594105e-06,9.06448611388711e-07,4.477795426623995e-06
GCA_014381745.1,4.663986947055198e-05,0.0008853712144388819,4.65680468868589e-05,0.031167121850187794,0.007708050669097781,0.0002323740706150078,0.06130510276051168,0.0015497599467997653,0.000640002331065401,0.02197856016911316,0.06601063217937123,0.010298568678579876,3.453557328503469e-05,6.843687015984768e-05,5.251232818495412e-05
GCA_014384125.1,0.0,1.4098267745842068e-06,1.79107872641765e-06,4.434452641350041e-05,3.4559050704348013e-06,1.7806442192720904e-06,0.0011392440950531116,2.9851651071857975e-06,0.0004755789679624199,0.0047540296494728886,0.00021156097263916676,0.004921159067979535,0.0,1.812897222777422e-06,0.0
GCA_014383935.1,1.2437298525480526e-05,6.5791916147262985e-06,1.79107872641765e-06,0.00041400646088570554,0.00012579494456382677,3.1161273837261584e-06,0.0013521652870183453,1.2170288513911328e-05,0.01720617649078917,0.00975635313305816,0.001213881828085283,0.005103779035826445,5.481837029370586e-06,1.812897222777422e-06,1.628289246045089e-06
GCA_014382365.1,9.327973894110395e-06,0.004117164124044078,4.65680468868589e-05,0.059114980139987096,0.027113994411110322,0.0010158575270947277,0.05093098055416212,0.007713437008882933,0.0010666705517756682,0.01799048282900072,0.07141423322680103,0.0033278746927643574,2.1927348117482346e-05,0.0001781171521378817,6.920229295691628e-06
GCA_014382445.1,0.0005285851873329224,0.016711616643662993,0.008898974652206093,0.011365613912703887,0.013493581347512681,0.016178488215251394,0.0002638371291743113,0.013883543657350809,1.4569158755960347e-05,4.6697464213796936e-05,0.002753450270766469,2.814143766821245e-05,0.002175741116957186,0.01138816712918207,0.0009065500377356033
GCA_014381215.1,6.218649262740263e-06,1.6917921295010483e-05,6.268775542461775e-06,0.00014272229929723242,3.5941412732521934e-05,8.903221096360452e-06,0.0032898638519410833,1.722210638761037e-05,0.02172365635933373,0.008564998314335439,0.0006861071202221165,0.004075119675954339,6.030020732307645e-06,6.345140279720977e-06,2.035361557556361e-06
GCA_014381585.1,0.00010260771283521435,0.02254829949044161,0.01627598015663879,0.0034070756722574306,0.007065597916503951,0.035379619992717166,0.00017820578023177165,0.01783544300309447,7.2845793779801735e-06,7.403256521699514e-05,0.0013050019058531118,4.6104057456433164e-05,0.005056446475891429,0.041666723319704876,0.0002010937218865685
GCA_014382345.1,1.0882636209795462e-05,0.004252977436662357,0.0001473162252478517,0.01769980097133145,0.011164301330039626,0.0019039538314566827,0.008666123949063234,0.004880974578333947,0.0002164560729456966,0.0019100401825984748,0.014926100263661809,0.0010160855260203517,4.1113777720279396e-05,0.0007351298238362446,1.2212169345338167e-05
GCA_014382485.1,2.7206590524488653e-05,0.0017265678566074586,3.089610803070446e-05,0.005360470692926079,0.0036542740214777587,0.0005577868016869823,0.009954065724374675,0.002067571278853917,0.0044956261304106215,0.014305369525007062,0.00786474532614898,0.011887661775844468,1.9186429602797054e-05,0.00015001724518483168,9.362663164759262e-06
GCA_014381945.1,6.762781073230037e-05,5.263353291781039e-05,2.5970641533055923e-05,0.003834497283990918,0.00042991459076208925,2.6709663289081355e-05,0.03264695178434324,0.00011182887747688334,0.002946092031294553,0.027820868527275874,0.015536875438402601,0.03908666065916827,3.398738958209764e-05,2.9912804175827462e-05,4.762746044681885e-05
GCA_014381885.1,0.0004819453178623704,0.0044028890170264776,0.008246126456426861,0.0008078901954997386,0.0024713177158679264,0.004276662253636743,1.6779115671173306e-05,0.00349057652264087,2.081308393708621e-06,5.125331438099663e-06,0.00023095782087687286,2.9937699647034523e-06,0.001506408815671037,0.00557647185726335,0.00037939139432850575
GCA_014382245.1,3.8866557892126644e-05,0.00022980176425722572,2.1045175035407388e-05,0.008766428435946196,0.0012565670836100938,7.567737931906384e-05,0.04995027017269182,0.00023261325027532407,0.00010718738227599398,0.01083096429124639,0.017364690067685977,0.00041074523915731365,2.3023715523356463e-05,4.396275765235248e-05,2.401726637916506e-05
GCA_014384555.1,2.4874597050961052e-05,0.016423072097131425,0.0005691152653192083,0.03996336173246239,0.041903194569529005,0.005726106648124225,0.011614040995429717,0.0221161697667989,0.003371719597807966,0.005234671842112457,0.03547006908435599,0.004453532199492855,0.00017980425456335525,0.002018207833256965,4.192844808566104e-05
GCA_014451015.1,0.0025340995745666574,0.05142578131424992,0.03886506505421819,0.014711948763067195,0.03238424964352339,0.05636851856633211,0.00018514886257846406,0.03339205688898033,2.081308393708621e-05,4.5558501671997014e-05,0.00218688186642789,4.311028749172971e-05,0.02832848921667838,0.044183931113531326,0.006759842804956187
GCA_014384365.1,0.0034272530749277275,0.0005597012295099301,0.004273961610914118,0.00010992970833598841,0.00030342846518417553,0.0015010830768463722,1.1571803911154004e-06,0.0005400852563154612,0.0,5.694812708999626e-07,3.698933849981167e-05,0.0,0.0038372859205594106,0.0020100497957544665,0.003699473167014442
GCA_014384625.1,4.819453178623704e-05,0.0015465799717188748,7.9255233643981e-05,0.0020122726271672455,0.006321887145346382,0.0003601352933477803,9.488879207146284e-05,0.002798247845858933,4.162616787417242e-06,5.125331438099663e-06,0.0003324529570044049,2.3950159717627616e-06,5.5366553996642924e-05,0.00011013350628372839,2.9309206428811602e-05
GCA_014383845.1,1.5546623156850657e-06,0.0012660244435766176,1.970186599059415e-05,0.0005925024957770223,0.0008926602796933092,0.0002973675846184391,1.6200525475615607e-05,0.0007536393755218298,0.0,3.416887625399776e-06,0.00021246315162696703,1.1975079858813808e-06,3.289102217622352e-06,0.00010741416044956226,8.141446230225445e-07
GCA_014383385.1,1.0105305051952928e-05,2.3497112909736782e-05,3.5821574528353e-05,0.00011850049915540446,6.60077868453047e-05,3.027095172762554e-05,0.0005918977700555273,5.602925278102574e-05,0.003813997631471048,0.0016218826595230935,0.000576943462698282,0.003260814245555,2.9601919958601166e-05,7.070299168831946e-05,2.8495061805789055e-06
GCA_014381225.1,1.3214629683323059e-05,0.0019027962034304845,3.850819261797947e-05,0.0043744571056141286,0.004260439770832023,0.0006312383757319561,0.001335386171347172,0.002050808428636643,6.556121440182156e-05,0.00027335101003198205,0.003093120659673276,0.00013292338643283328,9.867306652867055e-06,0.0002107493021478753,9.769735476270534e-06
GCA_014382295.1,0.000118154335992065,0.014799421595068614,0.002914532857563121,0.0006461630991681489,0.0024326115790790567,0.017204584446606937,5.785901955577002e-06,0.006968982756767828,2.081308393708621e-06,5.694812708999627e-06,0.00010239731511533231,8.981309894110357e-06,0.000681940526453701,0.011233617640940295,0.00014451067058650165
GCA_014383345.1,0.0010960369325579715,7.049133872921034e-06,9.537494218173987e-05,1.4905723164201818e-06,3.4559050704348013e-06,1.7361281137902884e-05,0.0,4.822189788530904e-06,0.0,0.0,2.706536963400854e-06,0.0,0.0007482707545090851,4.0790187512492e-05,0.0018485153665726871
GCA_014382665.1,0.03147025192525495,0.0011226920548272233,0.00479068782348561,0.00029327010325567077,0.0007350710084814822,0.0015504959539311728,8.678852933365503e-06,0.000802090901492307,0.0,0.0,5.00709338229158e-05,5.987539929406904e-07,0.03618670259828111,0.0019184984860042067,0.05230268594452581
GCA_014384455.1,1.1659967367637995e-05,0.003281606788973839,0.000214929447170118,0.0019109137096506733,0.003141763299532278,0.0032171789431698493,5.323029799130842e-05,0.003089875514022469,6.2439251811258626e-06,1.2528587959799179e-05,0.0006161882486675944,4.191277950584833e-06,4.933653326433528e-05,0.0013188827295705745,5.699012361157811e-06
GCA_014384575.1,4.663986947055198e-06,2.9606362266268345e-05,2.1940714398616212e-05,0.006138549442097414,0.00044408380155087196,2.4483858014991243e-05,0.00241272111547561,4.615524511879579e-05,8.637429833890777e-05,0.0007870231163837483,0.007336970618285815,0.00032272840219503215,6.578204435244704e-06,1.722252361638551e-05,3.256578492090178e-06
GCA_014382645.1,2.7983921682331184e-05,1.4098267745842068e-05,8.059854268879425e-06,4.136338178066005e-05,2.522810701417405e-05,1.2464509534904634e-05,0.009895049524427789,1.2859172769415743e-05,0.04245140665227789,0.012586105568160075,0.0008669940072760736,0.03336856002658468,1.2608225167552349e-05,9.970934725275821e-06,1.831825401800725e-05
GCA_014381665.1,3.886655789212665e-06,6.5791916147262985e-06,4.477696816044125e-06,4.024545254334491e-05,1.9353068394434887e-05,4.451610548180226e-06,0.001128829471533073,1.0333263832566223e-05,0.01693768770800076,0.009713642037740663,0.0006062642798017912,0.01752792438934577,5.481837029370586e-06,4.985467362637911e-06,4.884867738135267e-06
GCA_014382155.1,1.4769291999008125e-05,0.0042938624131252994,3.0000568667495638e-05,0.006539886038293548,0.010562628257276926,0.00046830942966855977,5.496606857798152e-05,0.005323467898452949,3.1219625905629313e-06,1.1959106688899216e-05,0.0011209573923418536,7.783801908228975e-06,1.2608225167552349e-05,6.889009446554204e-05,7.3273016072029005e-06
GCA_014384155.1,0.003310653401251348,0.0006654382376037457,0.002990653703435871,0.00010806649294046319,0.00030861232278982774,0.0014067089332249515,2.314360782230801e-06,0.0004987522009851964,0.0,0.0,2.6614280140108396e-05,1.1975079858813808e-06,0.003453009144800532,0.002061717366603623,0.004130155672593368
GCA_014384445.1,3.886655789212665e-06,0.003449846117407554,0.00012716658957565315,0.0024795670483649724,0.0035056701034490625,0.0015246766127517274,0.0018532243963713137,0.003588857343092833,0.008388713480842597,0.0029049239628607094,0.002507155407096991,0.0032949432231526195,2.905373625566411e-05,0.0007877038432967899,1.0176807787781806e-05
GCA_014383785.1,7.773311578425329e-07,4.699422581947356e-06,8.95539363208825e-07,0.0005183465230351183,3.4904641211391495e-05,2.225805274090113e-06,0.0017537068827353894,1.1481404258406914e-05,0.00013320373719735175,0.0008855433762494419,0.0013573282871455282,0.00124001951938017,1.644551108811176e-06,4.532243056943555e-07,1.628289246045089e-06
GCA_014381645.1,0.0022356044099551245,0.0004201283788260936,0.0002552287185145151,0.0011980474993227212,0.0006804677083686124,0.0003721546418278669,0.008497754202155943,0.0004013898928739057,0.004153250899645553,0.026333383447685172,0.003850951009425515,0.03242552248770309,0.000336584793603354,0.0002252524799300947,0.00042579763784079077
GCA_014383745.1,0.0,4.276474549572094e-05,0.0,0.0006729934008637121,0.00023534713529660997,1.37999926993587e-05,0.0014175459791163655,6.016255831405223e-05,0.0006670593401836131,0.001081444933439029,0.0008011349411666528,0.001266963449062501,3.289102217622352e-06,6.345140279720977e-06,8.141446230225445e-07
GCA_014384505.1,5.441318104897731e-06,4.229480323752621e-06,8.95539363208825e-07,7.266540042548386e-05,1.6242753831043565e-05,8.012898986724407e-06,0.0002557368664365035,7.348098725380425e-06,0.08719641515442268,0.0018217705856089805,0.0005241659919119654,0.0013980905735165121,4.385469623496469e-06,4.532243056943555e-06,3.256578492090178e-06
GCA_014383555.1,0.0,2.8196535491684137e-06,8.95539363208825e-07,0.0010363204029911314,6.220629126782642e-05,4.451610548180226e-07,0.0009830247422525325,5.740702129203457e-06,4.162616787417242e-06,0.00014863461170489025,0.002152147975397579,4.6702811449373855e-05,0.0,0.0,0.0
GCA_014382375.1,5.441318104897731e-06,0.002081374261544484,3.94037319811883e-05,0.019383402402728046,0.008941808779243004,0.0007060254329413839,0.010296591120144832,0.0027130558262615538,0.000197724297402319,0.0018958031508259756,0.024523480335881236,0.0006825795519523871,1.8090062196922937e-05,0.00020802995631370917,1.628289246045089e-06
GCA_014384185.1,9.327973894110395e-06,0.0018012886756604216,0.00024090008870317393,0.0008071449093415285,0.0014148475358360076,0.0009179220950347627,1.7357705866731007e-06,0.0013674352471762634,0.0,5.694812708999626e-07,0.00013397357968834226,0.0,2.905373625566411e-05,0.00043464210916088693,4.070723115112722e-06
GCA_014383415.1,1.5546623156850657e-06,3.0076304524463078e-05,3.5821574528353e-06,0.0010922168648568884,4.492676591565242e-05,8.012898986724407e-06,0.0031295943677716004,2.4799833198158933e-05,4.7870093055298284e-05,0.0015296266936372996,0.0024476115939021724,0.0005245084978160448,1.0963674058741173e-06,6.798364585415332e-06,2.035361557556361e-06
GCA_014381685.1,3.886655789212665e-06,7.5190761311157696e-06,4.477696816044125e-06,0.00036668078983936474,2.315456397191317e-05,4.451610548180226e-06,0.028445808374398772,1.7681362557946646e-05,0.0002976271003003328,0.024921069895853264,0.004487438285318616,0.02126654432126744,5.481837029370586e-06,3.1725701398604886e-06,1.0583880099293079e-05
GCA_014381895.1,3.187057747154385e-05,2.6316766458905194e-05,8.507623950483838e-06,0.0002284302074913929,7.706668307069607e-05,3.561288438544181e-05,0.0045072176233944845,2.9851651071857976e-05,0.002360203718465576,0.011054770430710075,0.0006206991436065959,0.020973753618719445,2.412008292923058e-05,1.2237056253747598e-05,1.0176807787781806e-05
GCA_014383725.1,2.0987941261748388e-05,0.00010432718131923131,1.3433090448132375e-05,0.001426105063735009,0.0003604508988463498,4.9858038139618535e-05,0.0009338445756301282,0.00011251776173238776,4.058551367731811e-05,0.0003849693391283747,0.000954054279598801,0.0006849745679241499,8.22275554405588e-06,1.9035420839162933e-05,8.95559085324799e-06
GCA_014381485.1,0.10187235755989531,0.015479428042676397,0.23391129951269227,0.0008622960850490752,0.0037468922773654114,0.05303292678258067,4.6287215644616014e-05,0.010497447913461442,1.0406541968543105e-05,2.5057175919598358e-05,0.00017366945515155479,1.197507985881381e-05,0.28472497075439945,0.1301918543808435,0.24408747821145452
GCA_014383795.1,4.9749194101922104e-05,0.00010808671938478919,4.119481070760595e-05,0.0015528037106307246,0.00037116420456469765,7.167092982570165e-05,0.007384546665902928,0.0001223917693946177,0.05988756772057186,0.01403144903370418,0.005657564432495585,0.012517550976418074,2.2475531820419406e-05,5.076112223776782e-05,1.7097037083473434e-05
GCA_014384205.1,9.327973894110395e-06,5.639307098336827e-06,3.1343877712308874e-06,9.167019745984118e-05,1.0713305718347883e-05,3.1161273837261584e-06,0.0007654748287228374,5.051817873699042e-06,0.005067985938680492,0.0035410345424559675,0.0004380078985770382,0.00986028075574729,1.0963674058741173e-06,2.719345834166133e-06,5.699012361157811e-06
GCA_014382515.1,7.773311578425329e-05,0.0009911082225326974,7.432976714633247e-05,0.007648499198631058,0.0033840222449697576,0.00044338041059875053,0.01027229033193141,0.0012666285177874508,0.00264846493099422,0.005830918732744717,0.010103953573869288,0.0061791412071479255,2.1927348117482346e-05,0.0001577220583816357,2.564555562521015e-05
GCA_014382495.1,0.0059178221046552034,0.0018478129592217004,0.003030952974780268,6.558518192248801e-05,0.0003701274330435672,0.004805958747815372,6.943082346692403e-06,0.0011981993484073456,2.081308393708621e-06,6.833775250799552e-06,1.353268481700427e-05,3.5925239576441426e-06,0.002962932914374802,0.0034114193489614138,0.004823806891408576
GCA_014382255.1,6.995980420582796e-05,2.678670871709993e-05,3.806042293637506e-05,0.00018706682571073283,7.499314002843518e-05,4.362578337216622e-05,0.0023791628841332633,3.903677447858351e-05,0.012270353635109175,0.025808891197186306,0.0009215758360379908,0.07145410400955611,5.1529268076083515e-05,3.6711168761242795e-05,5.821134054611193e-05
GCA_014383455.1,0.0,2.8196535491684137e-06,8.95539363208825e-07,8.198147740311001e-06,3.1103145633913213e-06,0.0,0.00038013375848140903,1.3777685110088297e-06,9.157756932317932e-05,0.0003456751314362773,3.3831712042510676e-05,0.0041643340209025015,0.0,9.06448611388711e-07,8.141446230225445e-07
GCA_014381265.1,7.30691288371981e-05,0.0022406846870724993,0.00043164997306665366,0.00237671755853198,0.002748826893023841,0.0017944442119714491,0.0005068450113085454,0.002437961380230124,4.682943885844397e-05,0.0002505717591959836,0.0014335624116146523,0.00010118942480697669,0.00015458780422825054,0.0011693187086914373,0.0001261924165684944
GCA_014382195.1,1.2437298525480526e-05,6.109249356531563e-06,1.79107872641765e-06,3.2792590961244005e-05,1.1750077239478323e-05,1.7806442192720904e-06,0.0007625818777450489,1.1711032343575052e-05,0.04490006597747608,0.004026802066533636,0.0004190621398332322,0.014507210494959987,4.385469623496469e-06,3.625794445554844e-06,0.0
GCA_014384045.1,0.0003404710471350294,0.00097747989704505,0.0010397212006854459,0.00020569897966598512,0.0005332461523680898,0.001577650778275072,1.7357705866731007e-06,0.0007478986733926264,0.0,0.0,2.932081710350925e-05,0.0,0.0005975202362013939,0.0012227991767633712,0.00013311264586418604
GCA_014384545.1,3.1093246313701315e-06,2.6316766458905194e-05,5.821005860857363e-06,0.004761633264804271,0.00021875879095852293,1.7361281137902884e-05,0.012296198835992245,2.3651692772318242e-05,4.266682207102673e-05,0.004207897110679824,0.009273497815599125,0.0002868031626185907,1.2608225167552349e-05,8.611261808192755e-06,6.920229295691628e-06
GCA_014381835.1,0.0038120319980597815,0.0022919083932157257,0.007777759369468645,0.000352147709754268,0.00105958049459531,0.004631900775381525,1.9093476453404106e-05,0.0016799590710900997,0.0,0.0,6.405470813382021e-05,1.7962619788220713e-06,0.007831352380158819,0.006453914113087622,0.006295373297521825
GCA_014384225.1,0.0019565425242896554,8.693931776602609e-05,0.00021000398067246947,3.316523404034905e-05,5.1492985549478535e-05,0.00011440639108823182,0.0,6.636251661359197e-05,0.0,1.1389625417999252e-06,5.86416342070185e-06,4.191277950584833e-06,0.00268555196068865,0.00012554313267733647,0.008994669795153072
GCA_014383625.1,0.0010214131414050883,0.00031157171718310974,0.0005771751195880877,2.1985941667197683e-05,5.978715771852206e-05,0.000511490051985908,0.0,0.00016625073366173212,0.0,1.1389625417999252e-06,2.706536963400854e-06,0.0,0.0007142833649269874,0.00045186463277727243,0.0006509086261065243
GCA_014382905.1,0.013147001872590759,0.010037026750523164,0.03696741714357869,0.0015710632215068718,0.004684479322974373,0.01820130004834449,7.174518424915482e-05,0.00997711067247044,1.0406541968543106e-06,2.3348732106898468e-05,0.00043665463009533775,8.981309894110357e-06,0.039554743269126405,0.022689315191670827,0.03386882339004936
GCA_014381295.1,0.0010493970630874195,0.00011513585325771023,0.00015179392206389583,0.0002112886258525608,0.00018731005481756622,0.0001335483164454068,0.0003604616918324472,0.00010264375407015781,0.07000688913078318,0.00046583567959616943,0.0028120919049734873,0.0028494702524047458,0.00038263222465006693,9.789645002998078e-05,0.0007221462806209969
GCA_014382565.1,5.519051220681984e-05,0.062311523783072774,0.030150123741151513,0.035234521058619364,0.07690909379948424,0.04420226693815556,0.003481377206670682,0.067668181905858,7.492710217351036e-05,0.0005478409826057641,0.013695979213796122,9.160936091992563e-05,0.001159408531711879,0.06369206490353348,6.187499134971338e-05
GCA_014384645.1,0.02095684801543469,7.5190761311157696e-06,6.0001137334991277e-05,1.1179292373151365e-06,2.764724056347841e-06,1.4245153754176723e-05,0.0,2.0666527665132444e-06,0.0,0.0,0.0,5.987539929406904e-07,0.0004253905534791575,3.8524065984020215e-05,0.0088692915232076
*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
